rgn_id,rgn_name,Year,Xao
77,QUEMCHI,2019,47.05419646
77,QUEMCHI,2020,52.46364262
77,QUEMCHI,2021,18.35703647
78,QUINCHAO,2017,64.2709402
78,QUINCHAO,2018,42.65218977
78,QUINCHAO,2019,39.589015
78,QUINCHAO,2020,35.23181822
78,QUINCHAO,2021,22.53065263
79,QUINTERO,2017,53.89109559
79,QUINTERO,2018,20.62582101
79,QUINTERO,2019,23.8349253
79,QUINTERO,2020,29.74064666
79,QUINTERO,2021,27.51795165
80,RIO NEGRO,2017,29.0750226
80,RIO NEGRO,2018,9.460680928
80,RIO NEGRO,2019,0
80,RIO NEGRO,2021,38.92231876
81,RIO VERDE,2017,44.94295065
81,RIO VERDE,2018,50.83312305
81,RIO VERDE,2019,48.97977839
81,RIO VERDE,2020,46.59700043
81,RIO VERDE,2021,29.28733473
82,SAAVEDRA,2017,52.3168853
82,SAAVEDRA,2018,33.68884536
82,SAAVEDRA,2019,19.96956969
82,SAAVEDRA,2020,37.92263884
82,SAAVEDRA,2021,19.8012484
83,SAN ANTONIO,2017,44.16840735
83,SAN ANTONIO,2018,24.23846949
83,SAN ANTONIO,2019,16.13107224
83,SAN ANTONIO,2020,13.74374996
83,SAN ANTONIO,2021,20.48235886
84,SAN GREGORIO,NA,NA
85,SAN JUAN DE LA COSTA,2017,42.26671101
85,SAN JUAN DE LA COSTA,2018,21.16297258
85,SAN JUAN DE LA COSTA,2019,10.25277202
85,SAN JUAN DE LA COSTA,2020,12.80730393
85,SAN JUAN DE LA COSTA,2021,16.13640368
86,SAN PEDRO DE LA PAZ,2017,66.66666667
86,SAN PEDRO DE LA PAZ,2018,0.928460687
86,SAN PEDRO DE LA PAZ,2019,16.19406856
86,SAN PEDRO DE LA PAZ,2020,16.07700561
86,SAN PEDRO DE LA PAZ,2021,19.1881086
87,SANTO DOMINGO,2017,49.59589302
87,SANTO DOMINGO,2018,27.18616374
87,SANTO DOMINGO,2019,14.12971847
87,SANTO DOMINGO,2020,37.75535834
87,SANTO DOMINGO,2021,21.92983464
88,TALCAHUANO,2017,27.59347915
88,TALCAHUANO,2018,13.64378578
88,TALCAHUANO,2019,12.89672878
88,TALCAHUANO,2020,23.82062544
88,TALCAHUANO,2021,43.98629164
89,TALTAL,2017,53.13181538
89,TALTAL,2018,42.06226245
89,TALTAL,2019,45.30019063
89,TALTAL,2020,32.82561722
89,TALTAL,2021,28.40076944
90,TEODORO SCHMIDT,NA,NA
91,TIMAUKEL,NA,NA
92,TIRUA,2017,39.53313371
92,TIRUA,2018,32.09430406
92,TIRUA,2019,14.25452917
92,TIRUA,2020,39.37131291
92,TIRUA,2021,20.8034879
93,TOCOPILLA,2017,50.39527471
93,TOCOPILLA,2018,31.88066316
93,TOCOPILLA,2019,20.05786381
93,TOCOPILLA,2020,35.15768741
93,TOCOPILLA,2021,30.38948223
94,TOLTEN,2017,34.07440173
94,TOLTEN,2018,33.01756097
94,TOLTEN,2019,16.76552527
94,TOLTEN,2020,26.41613884
94,TOLTEN,2021,49.89373694
95,TOME,2017,27.7889343
95,TOME,2018,39.6773456
95,TOME,2019,13.83105473
95,TOME,2020,16.48789789
95,TOME,2021,8.727976189
96,TORRES DEL PAINE,NA,NA
97,TORTEL,2017,16.14809925
97,TORTEL,2018,42.6402399
97,TORTEL,2019,83.16353998
97,TORTEL,2020,0
97,TORTEL,2021,46.18036614
98,TREGUACO,2017,7.952031668
98,TREGUACO,2018,34.05828977
98,TREGUACO,2019,0.367912446
98,TREGUACO,2020,0.374898126
98,TREGUACO,2021,0
99,VALDIVIA,2017,41.77247791
99,VALDIVIA,2018,26.49647582
99,VALDIVIA,2019,15.89245103
99,VALDIVIA,2020,8.795345257
99,VALDIVIA,2021,9.928993969
100,VALPARAISO,2017,43.85199412
100,VALPARAISO,2018,17.52136225
100,VALPARAISO,2019,13.85104473
100,VALPARAISO,2020,19.17779734
100,VALPARAISO,2021,16.94201663
101,VICHUQUEN,2017,41.77407227
101,VICHUQUEN,2018,17.93034058
101,VICHUQUEN,2019,27.08421744
101,VICHUQUEN,2020,65.22771045
101,VICHUQUEN,2021,38.41339214
102,VINA DEL MAR,2017,21.55099414
102,VINA DEL MAR,2018,20.42645344
102,VINA DEL MAR,2019,23.79943083
102,VINA DEL MAR,2020,63.46838757
102,VINA DEL MAR,2021,56.47193477
103,ZAPALLAR,2017,21.35989822
103,ZAPALLAR,2018,38.27511372
103,ZAPALLAR,2019,15.47461768
103,ZAPALLAR,2020,16.53505042
103,ZAPALLAR,2021,16.03654208
